answer_id,question_id,user_id,display_name,reputation,is_accepted,score
79407667,73697809,1051928,AFetter,3584,False,0
79407665,56734264,29475172,Krish,1,False,-2
79407664,79406055,756809,Shai Almog,52745,False,0
79407662,73157302,839837,Markus,727,False,0
79407661,79404527,756809,Shai Almog,52745,False,0
79407660,79407473,2809344,Clif,439,False,0
79407659,79407583,3807365,IT goldman,19460,False,1
79407658,79407097,11274687,Lev Marder,31,False,0
79407657,79404571,10830666,Chris McDonald,78,False,0
78830154,78830104,438273,jsejcksn,33693,False,1
79407656,79406897,8196025,Rohit Aggarwal,1180,False,0
79407654,71215843,19521889,Javer Humberto,1,False,0
79401607,76283101,29440242,Larry Apolonio,1,False,0
79407652,79407638,11923999,Burak Serdar,51477,False,1
77254049,72674930,13871266,Saqif Haque,388,False,1
79407649,79390622,29469970,nate,130,False,1
79407637,79407609,6890912,blhsing,106445,False,0
79407647,79401487,3697860,Rud48,843,False,0
77110757,68698269,11107541,starball,50045,False,6
79407646,79402332,20240963,Qiang Fu,8335,False,0
79406073,76616366,11255791,Rock Hupperts,31,False,0
26152341,26152211,1405588,o11c,16036,False,3
79407643,79407604,209103,Frank van Puffelen,598688,False,2
79407642,52400103,23219582,A67 - Raju,1,False,0
79407641,78592142,5781465,kamgman,801,False,-1
79404220,75773317,18929756,vahid ghaed,1,False,0
11298171,3446320,445131,Eric Leschinski,153822,False,82
79407632,41893535,29474575,Nene,1,False,-1
4607377,4607323,47961,Eugene Mayevski &#39;Callback,46040,True,9
22003908,3446320,160917,user160917,9350,False,12
56735317,47329668,8094805,V. Roussel,74,False,3
66542407,66542271,4270633,Harsh Shah,1596,True,16
9758074,9756357,12042,DiGi,2548,True,4
79407633,76747945,29474883,Chan Ye,1,False,-1
79407204,79405848,11255791,Rock Hupperts,31,False,0
79407631,79370107,8214951,flying_loaf_3,422,True,0
16277213,5257247,366512,Mehdei,245,True,1
79407630,67570962,11570641,LUCIFER,1,False,0
79407629,79085941,4894460,Jimmie Neutron,11,False,0
18640919,18640607,2681414,Alex,1593,True,10
79407626,79407370,447970,teylyn,35900,False,0
61484505,61484136,4429015,B001ᛦ,2061,True,0
79407625,16173835,29474829,Mark Chan,1,False,0
11978326,11978285,1560320,TOC,4446,True,2
79407624,74706956,948080,mianlaoshu,2582,False,0
66247481,66245721,3392762,Progrock,7485,False,1
17138463,17138441,860857,SomeShinyObject,7791,True,19
28996829,28996591,,user1864610,0,True,28
79407618,79407552,29474169,Abhishek Pahuja,1,False,0
79407608,79407477,22095368,UnstoppableWil,11,False,0
79407615,79385928,17977082,alexisintech,1,False,0
79407613,67985344,14613009,karthi sriramulu,1,False,-3
79405909,9003696,11474628,Kram Kramer,73,False,0
79407601,56173051,14660,Schwern,164639,False,0
79407486,79407347,6908545,Ivan Petrov,4380,False,2
79407416,79407264,14072498,Roar S.,10679,False,0
79407610,79407420,20882864,Marce Puente,359,False,1
79407605,73048528,23196132,Gustavo Da Silva Oliveira,31,False,0
54175781,33268389,2909851,themefield,4235,False,75
73473329,29692777,19837698,howgenius,61,False,6
71924273,71911801,18848356,ChineseJapanese,51,False,2
79387657,72334292,27966723,Roshan,1,False,0
79218871,49228640,10639656,CodeGenitor,31,False,1
79407599,79150741,29469970,nate,130,False,1
79407598,39855317,4416181,Jurijs Kovzels,6220,False,0
73646544,73646165,5924562,Naren Murali,56099,True,1
79405990,58202993,23357653,Scott Hootman-Ng,1,False,-1
79310378,79310360,5924562,Naren Murali,56099,False,4
79377461,79373944,20006426,jchrys,36,True,1
50972126,49280884,1231,Donny V.,23526,False,29
79353861,79353388,5924562,Naren Murali,56099,False,2
79364816,79363959,5924562,Naren Murali,56099,True,0
79407200,79407177,5924562,Naren Murali,56099,False,0
77736115,77735741,5924562,Naren Murali,56099,True,1
77744256,77743825,5924562,Naren Murali,56099,True,1
79407592,79348707,6307878,Greg,36,False,0
79407591,79397350,4151175,Charles Owen,2838,False,-1
36872858,36871562,1091853,blamb,4290,False,0
79407589,881820,3409863,user3409863,43,False,-1
79407587,47084443,8289710,KamWebDev,377,False,0
79407585,79404802,29451745,mbasista,11,False,0
79407584,71777408,2794912,gallivantor,1211,False,0
39157491,16450973,6759566,dawn,1,False,0
79407581,79407429,2525593,Tim Wescott,518,False,0
79407574,79405801,4151175,Charles Owen,2838,False,0
79407575,79405485,6464618,Rafael Mori,964,False,0
10995737,10995670,315052,jxh,70382,True,3
79343290,32807163,7446698,Gepiden,839,False,0
79407530,79404252,10699851,Muhammad Kuifatieh,39,False,-1
79407557,79407149,1346819,Guillaume Outters,832,False,1
79407569,79407365,6216216,tyg,14814,False,0
79406784,79406647,14072498,Roar S.,10679,False,0
79407568,79407408,7297700,David Browne - Microsoft,88851,False,0
79407567,79406569,6464618,Rafael Mori,964,False,0
22384514,22384513,1649534,Nissim Nanach,1955,False,90
8951900,8951836,1022177,Myles McDonnell,13335,False,5
79407564,79407398,3104359,ollieread,6133,False,0
79407549,9616135,65201,dat,1710,False,0
79407560,79402098,21348257,kinton,145,True,0
79407556,79396421,10699851,Muhammad Kuifatieh,39,False,0
79407555,11686516,1944636,MikeKulls,1006,False,1
79407553,12539339,6433289,Ahmadreza Shamimi,73,False,0
79407548,59282425,7975449,daamien,111,False,0
79407547,79407374,13746397,whisber,44,False,0
79407546,79407274,4323911,BrightFlow,1292,False,-1
65784191,65767024,15026513,Hugo,51,False,3
79407545,79407087,15102993,D3AD_SHOT,11,False,0
78851121,67505347,2370138,Ilan,664,False,3
79407544,79407533,6443605,Naveed Ahmed,411,False,0
79407542,79406735,16238789,Derian Cordoba,121,False,0
79407541,75157946,4041435,Grant Lay,830,False,0
12411687,3370286,968052,D Maxwell,343,False,9
79392082,3370286,29390681,Max Headroom,13,False,1
79407534,79407528,1043380,gunr2171,17492,True,3
79407540,79407533,446357,MTilsted,5530,False,1
79407539,79393874,18238120,raygard,125,False,1
79407536,79407328,29064347,Samarth K,9,False,-1
71930505,37130105,11761617,Andrew Vasylchuk,4779,False,2
79407061,1373164,29390681,Max Headroom,13,False,0
79407531,79407490,29469970,nate,130,False,0
28974253,18012420,847235,Intrepidis,2980,False,42
79407499,55061072,501113,chaotic3quilibrium,5924,False,0
79407526,79404340,24979113,Richard C,1,False,0
60865071,22384513,7019712,Ahmed C,61,False,0
79407520,20114298,2763824,nehaev,544,False,0
79407519,60851539,7975449,daamien,111,False,0
79407518,79401183,1338936,Martin Lyne,3065,True,0
79407513,79407475,19655631,Wongjn,23613,True,1
79407512,65007441,28973102,TheExpertOne,11,False,0
79407181,79405978,15230444,Bruce,1,False,0
79407509,69281522,7727563,Herobrine,3143,False,0
44191743,14594151,471930,Jasen,12402,False,6
79407364,79406972,8900895,Sina Khanjani,1,False,0
79406652,79406651,2943403,mickmackusa,47864,False,4
79406532,79406186,8404453,TheMaster,50382,False,0
79407506,51601341,29474078,Maria karla Galvan porco,1,False,-1
4567513,4567188,354502,AtharvaI,1160,False,1
79405085,79405068,29411635,SHUBHAM,1,False,0
2911624,2911557,18154,Fabian Steeg,45684,False,1
79407504,79406540,10407415,Chibuokem Onyekwelu,103,False,1
79399292,73025684,25833380,vasu sachdeva,1,False,0
79407502,79407374,10008173,David Maze,158696,False,1
42539727,42539657,1144035,Gordon Linoff,1269463,True,4
79407500,79389314,29469970,nate,130,False,1
75782509,51744152,11875271,Pavel Schoffer,632,False,1
26543994,26541846,904422,Mitch,24386,False,9
78873837,20755044,5581345,Arshad Shaik,1254,False,4
79407489,15823289,29474032,user29474032,1,False,0
46528786,22384513,6451890,Tokar,689,False,43
79407476,66342941,5784939,Eugene Maysyuk,3378,False,0
78869322,25662537,25099495,user25099495,1,False,0
40062472,22384513,423868,Georgy Gobozov,13721,False,42
22412392,22384513,2868955,Evdzhan Mustafa,3735,False,2
79407485,48668489,2186353,E. Fortes,1338,False,0
79407484,79407429,6443605,Naveed Ahmed,411,False,1
79407481,59858200,29473988,Chris,1,False,0
79407480,79405407,1237575,Rafael Winterhalter,43972,False,0
79407478,79407473,4017932,Michal,5740,False,0
79374394,56256809,1390251,Gonen,4075,False,0
79407472,79407429,23921616,Austin Glander,1,False,0
79407471,79407400,459565,Eugene,7178,False,1
79407469,45839329,1865382,z900collector,1134,False,0
79407459,79391797,6266192,Dudi Boy,4865,False,0
79407467,79310401,9015606,KraigAllan,1,False,0
79407466,79394805,20907368,Moe,858,False,0
79407462,78603350,11188089,Tommy Tang,1,False,0
79407461,74358303,7975449,daamien,111,False,0
57230903,57230432,3923896,Steve Summit,47925,True,5
79401885,70447598,17927153,zhang yousong,1,False,0
79406264,79188565,14101933,unter,1,False,0
79407454,70386625,154158,Agus Puryanto,1359,False,0
79407451,71111057,6714215,earthcub,11,False,0
79407450,79032994,5159093,ItSNeverLate,729,False,0
79407430,79406881,28479453,dog,2621,False,0
79407445,79403556,65060,Julien Poulin,13015,False,0
79407444,30427925,29473826,Shuaib Raftaar 69,1,False,-1
79407443,54705033,29473824,Akshay Viswanathan,1,False,0
30175423,30175265,4808693,Jorge Damian Diaz Morejon,62,True,1
79407442,62958928,29473814,Dark Devil,1,False,0
79407439,79407255,20907368,Moe,858,False,0
79404968,79404156,29442321,Ajay,1,False,0
9908034,9907867,1287772,Javier Cobos,1182,False,4
79158800,63873033,20386264,Benzy Neez,20489,False,1
79407438,79407300,13045193,doubleunary,18698,False,0
79407435,21835518,4625145,Koru,113,False,1
79407433,79394950,3573712,user3573712,85,False,0
79407157,79407095,151019,mmmmmm,32651,True,1
79407428,79407420,1431720,Robert,8546,False,4
79407426,70514914,7705626,M.L.,129,False,0
79407424,67312303,7985944,Thendo,21,False,0
79407423,79407325,2069064,Barry,302698,True,2
25697230,25693953,904422,Mitch,24386,True,11
30003411,30003353,182668,Pointy,413682,False,96
79407418,53054025,29473713,user29473713,1,False,0
79400484,79192819,24831782,jean,11,False,1
79407417,79407401,6803365,Bademeister,857,False,0
79406178,79406056,28123155,NotKamy,16,True,0
79407412,73599779,5661319,eylay,2160,False,0
79406546,79400236,3601727,Lastik,396,False,0
50549636,50549611,6084430,DimChtz,4323,True,150
79405493,75511714,11457981,Abdulwehab,1428,False,0
79407411,79407387,3216427,joanis,12203,False,1
79407410,79133424,29469970,nate,130,False,1
79406621,79406189,11057707,Yakup Okumuş,188,False,0
70809357,61322079,3774319,Kirti Chaturvedi,1325,False,9
77584128,60363353,23020098,ReySun,11,False,1
79407356,79404689,1509264,MT0,167774,False,0
79407391,79407314,26508206,Prakash K,1,False,0
79407389,79389567,5577188,Gu5tavo71,1214,False,0
73611475,40792801,17692416,Mattia Samiolo,541,False,24
76442546,76440733,2797381,lovetofail,116,True,10
79407383,11598116,2771889,thisismydesign,25054,False,0
79407382,78930998,1379833,Vil&#233;m Kurz,3400,False,0
79407381,79406954,21972629,jQueeny,8042,True,0
79407377,79385567,5198305,M.A.K. Ripon,2148,False,0
79407371,30908830,4343913,juanmonroynieto,67,False,0
79382015,79380686,12634230,P.b,11415,False,1
79407363,79407300,5479575,rockinfreakshow,29880,True,0
79407107,79356314,635654,CygnusX1,21779,False,1
79380559,79380519,15167500,rozsazoltan,7050,False,4
79407357,27617143,932256,nzn,1081,False,0
63601832,43682779,6331290,Reyes Richard,109,False,11
11616718,9606675,1107232,xref,1767,True,18
79407351,79395636,29469970,nate,130,False,1
79407350,79406878,336920,B Seven,45943,False,0
79407346,76086860,6689867,CarLaTeX,305,False,0
76087389,76086860,21716196,Lukas_peron,21,False,0
79407348,79160324,269851,gmatthew,56,False,0
22728214,22720954,2713070,Trishul,1028,False,1
57368921,8214932,,user1464878,0,False,5
79390558,79390447,558486,Rui Jarimba,17944,True,2
79407345,79407322,2501279,Guru Stron,141600,True,1
79401009,77970655,24307977,John Wu,1,False,0
79398708,29637813,29425813,Neha Runwal,1,False,0
79390924,11870945,29386031,Skip,1,False,0
79407343,63865163,264970,Matt Montag,7471,False,0
79407342,1972242,740553,Mike &#39;Pomax&#39; Kamermans,53538,False,0
79407341,78288915,9770748,Omar Alshobky,31,False,0
79407340,79405928,14416045,Tyler Norlund,448,False,0
8215012,8214932,642340,soulcheck,36767,False,11
8214998,8214932,146792,mac,43031,True,495
79407338,14611995,2019376,dcstingray,31,False,0
79407336,79407182,3438111,Felipe,9401,True,1
79404891,79403348,29442321,Ajay,1,False,0
50622282,50620276,2421277,pim,12567,True,2
79407332,79407233,27412944,Ishita,49,False,0
62044583,36110620,294884,Fattie,12582,False,20
79407329,74645709,29473283,Kristen,1,False,0
79407326,79407325,893254,user2138149,16533,False,1
79407321,79406186,3162825,Joe Jansen,771,False,0
79407320,79406247,3080094,vanOekel,6538,False,1
79407315,30658946,29473254,Ayan Hira,1,False,-1
79407259,79406706,608164,30thh,11376,True,5
53764385,23720875,6064933,jdhao,28329,False,16
79407313,79406996,7132550,Michał Turczyn,37337,False,0
78552344,78540501,6395627,Slaw,45736,False,4
79407311,79407251,516548,G. Grothendieck,269431,True,2
79407308,52087906,3162825,Joe Jansen,771,False,0
79407306,79405789,2501279,Guru Stron,141600,False,0
79405695,79403216,7297700,David Browne - Microsoft,88851,False,0
79404842,79388713,5651099,Iqrar Shah,1,False,0
38709434,38708922,3440745,Tsyvarev,65870,False,1
79407295,79405775,3697860,Rud48,843,False,0
79406964,79406920,212869,NickSlash,5077,False,0
79407254,79406164,5438626,IV.,9096,False,0
79407290,79407210,23219369,Temunel,771,False,0
79407289,54927496,3625298,Jespertheend,2240,False,0
79407261,79407016,589924,ikegami,385546,False,4
79407287,79379262,23509140,user23509140,321,False,0
79407282,79325692,13936249,Kavya Goyal,174,False,0
79407281,79375793,14046582,xirehat,1629,False,0
79407280,67085566,4420943,ssnarf,101,False,0
79407279,79407158,27412944,Ishita,49,False,-1
79407275,79407250,15452601,2e0byo,5944,False,1
79407271,60625103,6428146,Cerulean Koh,43,False,0
79407033,79406186,7215091,Cooper,64032,False,0
79407267,77687548,857848,citykid,11050,True,0
79407265,76349961,17552635,Kevin Deery,105,False,0
62658554,62585428,13056961,Alrazi Bashir,632,True,11
79407263,79295894,1374437,Hristo Iliev,74365,False,1
79407262,24069830,8798220,Nisharg Shah,19522,False,0
79407260,4049847,2406941,Dominik,154,False,0
79407256,79401399,7007230,tina,31,False,0
79407253,79406451,23502333,M&#252;cahit &#199;oban,86,True,1
79407129,79406931,442760,cafce25,27218,False,3
79407191,79406941,1004209,shotor,974,False,1
79407237,79327779,3091884,Shalar,1,False,0
79407229,2641347,13128582,jPee2k,11,False,0
79407226,76987080,4593118,bob r,11,False,0
79407222,78782971,27740475,Proteus,362,False,0
79407221,53662200,9990937,amr samy,101,False,0
79407220,79407104,28701779,Borewit,195,False,0
79407217,10988009,8418610,Stefan,766,False,0
79403789,79403423,10802527,K J,11737,False,0
79407215,78252446,11251959,Nejib Afdhal,69,False,0
79407208,79405109,29469970,nate,130,False,0
79407141,79407118,19655631,Wongjn,23613,True,1
79407214,79407133,26869329,Devom Brahmbhatt,34,False,-1
79407211,79402776,1766831,Rick James,142208,False,0
79407209,79407196,5924562,Naren Murali,56099,False,0
42058202,42057102,850781,sds,60004,True,6
79407197,75925703,13571626,markhuang1994,71,False,0
79407206,79407201,1004209,shotor,974,True,3
79407203,69722101,462347,Mike,14584,False,0
49540908,49497489,1070012,rmhrisk,1856,True,2
71409862,64883983,18419072,bjema,171,False,17
79407202,65902323,29395546,Faizan Ahmad,1,False,0
79407199,10769640,1719931,robertspierre,4331,False,0
79407195,12260777,29472700,Ezzeldien Ehab,1,False,-1
79407194,79407193,7756570,Vikas Deshmukh,31,False,0
79407192,77158872,6428146,Cerulean Koh,43,False,0
79407050,79406956,2287576,Andrew Truckle,19087,False,0
79407190,79406820,5157454,Ori Drori,191936,False,1
79407188,21567613,3723246,mountain_hawk,39,False,-1
79404520,79404352,516548,G. Grothendieck,269431,True,5
79403734,79402767,635245,Robert Hijmans,47036,False,3
79407180,79404241,2752075,HolyBlackCat,96013,False,0
79407035,79406671,516548,G. Grothendieck,269431,True,1
79407128,79406890,4712734,DuncG,15096,False,1
79407178,77537434,12312660,Alireza Alami,77,False,-1
79407145,79407087,15102993,D3AD_SHOT,11,False,0
79407176,79407124,235698,Mark Tolonen,177461,False,1
79407098,79407071,2357112,user2357112,280227,True,1
79407117,79406945,1800838,HippoMan,2308,False,0
79407015,79406945,367456,hakre,197564,False,0
79407169,23745050,6765706,Roma Ш.,1,False,0
79407167,79406608,18470692,ouroboros1,14064,False,1
79404056,79403985,281848,Martin Atkins,74064,False,0
79407165,76231620,7975449,daamien,111,False,0
79407162,79405615,14171304,dr.null,4660,True,1
79407156,65782480,20065160,MohammadReza,1,False,-1
79407155,79395563,29469970,nate,130,True,2
79407099,79405775,6385640,Red.Wave,4193,False,1
79407116,79406858,235698,Mark Tolonen,177461,True,2
79407153,60924868,6753958,Felipe Gomes,11,False,-1
79407119,20539410,1572146,Samuel Marks,1894,False,2
79407142,39383741,19489303,Harsh Bangad,11,False,0
79407100,10404288,242042,Archimedes Trajano,41220,False,0
79407138,72748738,29472378,raf,1,False,-1
79407136,48856683,6466510,andreagalle,744,False,0
79407135,76111795,18381717,Gyan Prakash,146,False,0
79407134,21324468,10819573,Arvind Kumar Avinash,78975,False,1
77935439,71624529,8170844,Yitz,1306,False,0
79404467,79404296,9814069,VBasic2008,54777,False,2
79407125,69511960,1252212,bjonczy,51,False,0
79407121,79406899,1013040,John Small,981,False,0
70454786,57265785,1108305,M. Justin,21074,True,379
79407110,79406319,10457487,Eshban Bahadur,1022,False,0
79407092,78632623,2013862,jsevy,321,False,0
76159146,53170039,1757756,Mavaddat Javid,676,False,5
79405618,10768349,23955057,arcadius,66,False,0
79407105,70239045,6672985,Oleksandr,21,False,0
79407102,32977634,29471926,haozhe heng,1,False,0
79406854,79406849,10802527,K J,11737,False,0
79386835,79385611,1362568,Mike Kinghan,61202,True,2
79407094,22734399,6504997,Stefano Ferrari,1,False,0
79407093,79407049,29395546,Faizan Ahmad,1,False,-1
77504577,77503823,1831456,Vishal Aggarwal,4181,False,2
79407079,79406820,2813224,zer00ne,43863,False,1
79407076,79208703,193178,Rolf Kristensen,19847,False,0
65344333,61588546,2675597,Synchronicity,143,False,0
79407068,79395369,6659905,Percy,55,False,0
79407062,79406663,22801686,Martin Brown,2649,False,0
79407059,79406915,5263950,OuzoPower,278,False,0
79407058,79394950,2013862,jsevy,321,False,0
79407055,69603730,2137996,Alex Reinking,19826,False,1
79407054,79406996,126014,Mark Seemann,233125,False,0
79406694,79403411,9019885,Gary Archer,29208,False,0
79407047,79405830,3613242,Benoit,23,False,0
79407043,79406625,23852,Rob Mensching,35831,True,1
79407042,32946050,5398403,Muhammad Younus,1895,False,0
79407040,79323967,27040769,Ricardo Enrico Jahn,1,False,0
79407009,79407001,197758,toolic,62019,True,0
69789522,69782818,2937831,jakevdp,86310,True,6
79407031,79387477,21010101,Nightmare,1,False,-1
79407030,79406920,5809704,John Shang,407,False,0
43552634,43550853,1463116,Collin Jackson,116708,True,365
79407029,79382089,12993861,stefan,123783,False,0
79407027,79406939,9971759,Laurent Perron,11014,False,0
79404431,79403330,23852,Rob Mensching,35831,True,2
79407018,79392937,29396099,Alex P,11,True,0
79406343,79404104,2530121,L Tyrone,6860,False,0
77203521,71545719,1831456,Vishal Aggarwal,4181,False,1
79407008,79406902,52325,cnk,1306,False,1
79407007,79405416,4850040,Toby Speight,30709,False,0
79407005,68411207,9022194,George Smith,584,False,0
79407003,28220138,69358,Gad D Lord,6762,False,0
79407002,53031322,29471559,pixelmixer,1,False,0
79406998,79404020,152794,James R. Perkins,17760,False,0
79403583,79329341,5058384,garrettlynchirl,910,True,0
79406995,78522617,24684961,user24684961,11,False,0
79406993,79365194,29390681,Max Headroom,13,False,0
79406989,79406913,26838899,NappingEmu,1,False,0
79406994,79403451,6307878,Greg,36,False,0
12792977,10474922,480120,Kurt Zhong,7476,True,675
49373401,49371422,3816360,Elder Geek,1603,False,124
79393678,79393385,3387716,Fravadona,16865,True,3
76473144,58321967,13194406,es97,155,False,7
79406991,79380617,2709454,xpusostomos,1645,False,0
79406988,79381063,956081,Mike Kushner,969,False,0
74695838,70849989,9036077,JulienCC,528,False,7
79406984,79381919,5438626,IV.,9096,False,1
79406983,79403812,5058384,garrettlynchirl,910,False,0
79406981,79406913,1180620,Mark Adler,112209,False,1
79406980,79406940,16238789,Derian Cordoba,121,False,1
76526037,76522582,17865804,Chris,34055,True,3
79406979,23163608,29471420,catt8,1,False,0
79406978,43559066,8071054,A G,61,False,0
40038131,39995270,5771704,Hughes,121,True,0
79406977,79406940,28127067,Mouad,26,False,0
79406949,79350684,26338988,Frank R,1,False,0
79406960,5525071,6243352,ggorlen,56865,False,1
79047777,79044320,27306260,ILIKETOLEARN,55,True,2
79406967,79405134,3894917,Tom Sharpe,34180,False,0
79406338,79405897,5133585,Sweeper,270790,False,1
79406965,79386930,2709454,xpusostomos,1645,False,0
79406852,79406779,19550736,Denis Ivanov,39,False,2
79406962,79406782,29470862,Lucas Sander,1,False,0
79406961,79406813,11078857,Andrei,12001,False,3
79406958,10380787,5231110,root,2428,False,0
79406927,70962534,252290,levous,932,False,0
79406731,49216787,5231110,root,2428,False,0
79406942,79405897,768644,rzwitserloot,102813,False,2
79406946,79400574,7070613,Adrian Klaver,19570,False,0
66000462,65999221,953097,jacouh,8741,False,0
79406934,79406441,648265,ivan_pozdeev,35998,False,-2
79406938,79394393,2709454,xpusostomos,1645,False,0
71982312,71972143,4956078,JMAA,2049,True,2
79406936,79406167,13951118,David,1216,False,1
34265687,34265643,1968,Konrad Rudolph,545508,False,4
79406911,79406671,17303805,zephryl,17049,False,1
79406932,79392152,2709454,xpusostomos,1645,False,0
79406928,79406828,23032579,Joe Care,11,False,1
79406929,79406549,20746904,PurplePolyhedron,865,False,0
79406926,77799309,4668095,Vikram,615,False,0
79406925,9913032,1676655,Bobbiz,55,False,0
79406924,79397986,937133,Vyacheslav Orlovsky,426,False,0
79406923,79406304,3532688,Mischa,226,False,0
79406921,26240739,7523813,Alex,166,False,0
79406919,79405483,13951118,David,1216,False,1
79406916,79400681,2709454,xpusostomos,1645,False,0
79406711,79405213,29213806,Mango,51,False,0
79403630,58929970,17823143,Anorostic,1,False,0
79406906,79402707,2709454,xpusostomos,1645,False,0
79406904,79406869,29470862,Lucas Sander,1,False,0
79406900,52995401,29470808,user629076,1,False,0
79406855,29648954,29470543,Ashfiya,1,False,0
79395607,76520523,380449,Matt,365,False,0
79406896,20892102,27253283,Romus8768,1,False,0
79395134,67541374,22015987,Usama Ali Khan,1,False,0
79401418,79400326,10527,Albert D. Kallal,48989,True,1
79406887,79406820,436560,Lajos Arpad,76424,False,1
79406886,71627522,19461785,Android Developer,1,False,0
79406885,79406820,7599120,Shahnewaz Tameem,39,False,2
79406880,72839268,29070863,Nabisa Parveen,1,False,0
79406884,17293861,18095636,ShadowKnight700,103,False,-1
